Date,Sale,Category,Month_Year,Temperature,Month,Year,Monthly_Sale,sell_price,Cost_price,Profit,Manufacture_Date,Expire_Date
2013-07-01,17.5,Tomato,2013-07-01,21.18387096774193,7,2013,2251.5,33,28,87.5,2013-06-21,2013-07-24
2013-07-01,23.0,Potato,2013-07-01,21.18387096774193,7,2013,1066.5,22,15,161.0,2013-06-21,2013-07-24
2013-07-01,19.5,Potato,2013-07-01,21.18387096774193,7,2013,1066.5,22,15,136.5,2013-06-21,2013-07-24
2013-07-01,37.5,Onion,2013-07-01,21.18387096774193,7,2013,2088.0,42,35,262.5,2013-06-21,2013-07-24
2013-07-01,47.5,Carrot,2013-07-01,21.18387096774193,7,2013,1161.5,56,45,522.5,2013-06-21,2013-07-24
2013-07-01,18.0,Pumpkin,2013-07-01,21.18387096774193,7,2013,480.5,52,40,216.0,2013-06-21,2013-07-24
2013-07-01,170.0,Mushroom,2013-07-01,21.18387096774193,7,2013,4610.0,250,200,8500.0,2013-06-21,2013-07-24
2013-07-01,27.5,Cucumber,2013-07-01,21.18387096774193,7,2013,758.5,34,25,247.5,2013-06-21,2013-07-24
2013-07-02,32.5,Tomato,2013-07-01,21.18387096774193,7,2013,2251.5,33,28,162.5,2013-06-22,2013-07-25
2013-07-02,17.5,Tomato,2013-07-01,21.18387096774193,7,2013,2251.5,33,28,87.5,2013-06-22,2013-07-25
2013-07-02,23.5,Potato,2013-07-01,21.18387096774193,7,2013,1066.5,22,15,164.5,2013-06-22,2013-07-25
2013-07-02,19.0,Potato,2013-07-01,21.18387096774193,7,2013,1066.5,22,15,133.0,2013-06-22,2013-07-25
2013-07-02,39.0,Onion,2013-07-01,21.18387096774193,7,2013,2088.0,42,35,273.0,2013-06-22,2013-07-25
2013-07-02,47.5,Carrot,2013-07-01,21.18387096774193,7,2013,1161.5,56,45,522.5,2013-06-22,2013-07-25
2013-07-02,18.0,Pumpkin,2013-07-01,21.18387096774193,7,2013,480.5,52,40,216.0,2013-06-22,2013-07-25
2013-07-02,37.5,Onion,2013-07-01,21.18387096774193,7,2013,2088.0,42,35,262.5,2013-06-22,2013-07-25
2013-07-02,175.0,Mushroom,2013-07-01,21.18387096774193,7,2013,4610.0,250,200,8750.0,2013-06-22,2013-07-25
2013-07-02,32.5,Cucumber,2013-07-01,21.18387096774193,7,2013,758.5,34,25,292.5,2013-06-22,2013-07-25
2013-07-03,32.5,Tomato,2013-07-01,21.18387096774193,7,2013,2251.5,33,28,162.5,2013-06-23,2013-07-26
2013-07-03,16.0,Tomato,2013-07-01,21.18387096774193,7,2013,2251.5,33,28,80.0,2013-06-23,2013-07-26
2013-07-03,22.5,Potato,2013-07-01,21.18387096774193,7,2013,1066.5,22,15,157.5,2013-06-23,2013-07-26
2013-07-03,18.5,Potato,2013-07-01,21.18387096774193,7,2013,1066.5,22,15,129.5,2013-06-23,2013-07-26
2013-07-03,41.0,Onion,2013-07-01,21.18387096774193,7,2013,2088.0,42,35,287.0,2013-06-23,2013-07-26
2013-07-03,47.5,Carrot,2013-07-01,21.18387096774193,7,2013,1161.5,56,45,522.5,2013-06-23,2013-07-26
2013-07-03,18.0,Pumpkin,2013-07-01,21.18387096774193,7,2013,480.5,52,40,216.0,2013-06-23,2013-07-26
2013-07-03,37.5,Onion,2013-07-01,21.18387096774193,7,2013,2088.0,42,35,262.5,2013-06-23,2013-07-26
2013-07-03,175.0,Mushroom,2013-07-01,21.18387096774193,7,2013,4610.0,250,200,8750.0,2013-06-23,2013-07-26
2013-07-03,32.5,Cucumber,2013-07-01,21.18387096774193,7,2013,758.5,34,25,292.5,2013-06-23,2013-07-26
2013-07-04,32.5,Tomato,2013-07-01,21.18387096774193,7,2013,2251.5,33,28,162.5,2013-06-24,2013-07-27
2013-07-04,16.0,Tomato,2013-07-01,21.18387096774193,7,2013,2251.5,33,28,80.0,2013-06-24,2013-07-27
2013-07-04,23.5,Potato,2013-07-01,21.18387096774193,7,2013,1066.5,22,15,164.5,2013-06-24,2013-07-27
2013-07-04,18.5,Potato,2013-07-01,21.18387096774193,7,2013,1066.5,22,15,129.5,2013-06-24,2013-07-27
2013-07-04,41.0,Onion,2013-07-01,21.18387096774193,7,2013,2088.0,42,35,287.0,2013-06-24,2013-07-27
2013-07-04,47.5,Carrot,2013-07-01,21.18387096774193,7,2013,1161.5,56,45,522.5,2013-06-24,2013-07-27
2013-07-04,18.0,Pumpkin,2013-07-01,21.18387096774193,7,2013,480.5,52,40,216.0,2013-06-24,2013-07-27
2013-07-04,37.5,Onion,2013-07-01,21.18387096774193,7,2013,2088.0,42,35,262.5,2013-06-24,2013-07-27
2013-07-04,175.0,Mushroom,2013-07-01,21.18387096774193,7,2013,4610.0,250,200,8750.0,2013-06-24,2013-07-27
2013-07-04,32.5,Cucumber,2013-07-01,21.18387096774193,7,2013,758.5,34,25,292.5,2013-06-24,2013-07-27
2013-07-05,32.5,Tomato,2013-07-01,21.18387096774193,7,2013,2251.5,33,28,162.5,2013-06-25,2013-07-28
2013-07-05,21.0,Tomato,2013-07-01,21.18387096774193,7,2013,2251.5,33,28,105.0,2013-06-25,2013-07-28
2013-07-05,23.0,Potato,2013-07-01,21.18387096774193,7,2013,1066.5,22,15,161.0,2013-06-25,2013-07-28
2013-07-05,18.5,Potato,2013-07-01,21.18387096774193,7,2013,1066.5,22,15,129.5,2013-06-25,2013-07-28
2013-07-05,41.0,Onion,2013-07-01,21.18387096774193,7,2013,2088.0,42,35,287.0,2013-06-25,2013-07-28
2013-07-05,47.5,Carrot,2013-07-01,21.18387096774193,7,2013,1161.5,56,45,522.5,2013-06-25,2013-07-28
2013-07-05,20.0,Pumpkin,2013-07-01,21.18387096774193,7,2013,480.5,52,40,240.0,2013-06-25,2013-07-28
2013-07-05,37.5,Onion,2013-07-01,21.18387096774193,7,2013,2088.0,42,35,262.5,2013-06-25,2013-07-28
2013-07-05,175.0,Mushroom,2013-07-01,21.18387096774193,7,2013,4610.0,250,200,8750.0,2013-06-25,2013-07-28
2013-07-05,32.5,Cucumber,2013-07-01,21.18387096774193,7,2013,758.5,34,25,292.5,2013-06-25,2013-07-28
2013-07-09,57.5,Tomato,2013-07-01,21.18387096774193,7,2013,2251.5,33,28,287.5,2013-06-29,2013-08-01
2013-07-09,22.5,Tomato,2013-07-01,21.18387096774193,7,2013,2251.5,33,28,112.5,2013-06-29,2013-08-01
2013-07-09,23.5,Potato,2013-07-01,21.18387096774193,7,2013,1066.5,22,15,164.5,2013-06-29,2013-08-01
2013-07-09,19.0,Potato,2013-07-01,21.18387096774193,7,2013,1066.5,22,15,133.0,2013-06-29,2013-08-01
2013-07-09,45.0,Onion,2013-07-01,21.18387096774193,7,2013,2088.0,42,35,315.0,2013-06-29,2013-08-01
2013-07-09,37.5,Carrot,2013-07-01,21.18387096774193,7,2013,1161.5,56,45,412.5,2013-06-29,2013-08-01
2013-07-09,19.0,Pumpkin,2013-07-01,21.18387096774193,7,2013,480.5,52,40,228.0,2013-06-29,2013-08-01
2013-07-09,37.5,Onion,2013-07-01,21.18387096774193,7,2013,2088.0,42,35,262.5,2013-06-29,2013-08-01
2013-07-09,190.0,Mushroom,2013-07-01,21.18387096774193,7,2013,4610.0,250,200,9500.0,2013-06-29,2013-08-01
2013-07-09,32.5,Cucumber,2013-07-01,21.18387096774193,7,2013,758.5,34,25,292.5,2013-06-29,2013-08-01
2013-07-10,57.5,Tomato,2013-07-01,21.18387096774193,7,2013,2251.5,33,28,287.5,2013-06-30,2013-08-02
2013-07-10,32.5,Tomato,2013-07-01,21.18387096774193,7,2013,2251.5,33,28,162.5,2013-06-30,2013-08-02
2013-07-10,23.5,Potato,2013-07-01,21.18387096774193,7,2013,1066.5,22,15,164.5,2013-06-30,2013-08-02
2013-07-10,19.0,Potato,2013-07-01,21.18387096774193,7,2013,1066.5,22,15,133.0,2013-06-30,2013-08-02
2013-07-10,46.0,Onion,2013-07-01,21.18387096774193,7,2013,2088.0,42,35,322.0,2013-06-30,2013-08-02
2013-07-10,37.5,Carrot,2013-07-01,21.18387096774193,7,2013,1161.5,56,45,412.5,2013-06-30,2013-08-02
2013-07-10,19.0,Pumpkin,2013-07-01,21.18387096774193,7,2013,480.5,52,40,228.0,2013-06-30,2013-08-02
2013-07-10,32.5,Onion,2013-07-01,21.18387096774193,7,2013,2088.0,42,35,227.5,2013-06-30,2013-08-02
2013-07-10,190.0,Mushroom,2013-07-01,21.18387096774193,7,2013,4610.0,250,200,9500.0,2013-06-30,2013-08-02
2013-07-10,32.5,Cucumber,2013-07-01,21.18387096774193,7,2013,758.5,34,25,292.5,2013-06-30,2013-08-02
2013-07-11,57.5,Tomato,2013-07-01,21.18387096774193,7,2013,2251.5,33,28,287.5,2013-07-01,2013-08-03
2013-07-11,35.0,Tomato,2013-07-01,21.18387096774193,7,2013,2251.5,33,28,175.0,2013-07-01,2013-08-03
2013-07-11,23.5,Potato,2013-07-01,21.18387096774193,7,2013,1066.5,22,15,164.5,2013-07-01,2013-08-03
2013-07-11,19.0,Potato,2013-07-01,21.18387096774193,7,2013,1066.5,22,15,133.0,2013-07-01,2013-08-03
2013-07-11,45.0,Onion,2013-07-01,21.18387096774193,7,2013,2088.0,42,35,315.0,2013-07-01,2013-08-03
2013-07-11,37.5,Carrot,2013-07-01,21.18387096774193,7,2013,1161.5,56,45,412.5,2013-07-01,2013-08-03
2013-07-11,19.0,Pumpkin,2013-07-01,21.18387096774193,7,2013,480.5,52,40,228.0,2013-07-01,2013-08-03
2013-07-11,37.5,Onion,2013-07-01,21.18387096774193,7,2013,2088.0,42,35,262.5,2013-07-01,2013-08-03
2013-07-11,190.0,Mushroom,2013-07-01,21.18387096774193,7,2013,4610.0,250,200,9500.0,2013-07-01,2013-08-03
2013-07-11,32.5,Cucumber,2013-07-01,21.18387096774193,7,2013,758.5,34,25,292.5,2013-07-01,2013-08-03
2013-07-12,75.0,Tomato,2013-07-01,21.18387096774193,7,2013,2251.5,33,28,375.0,2013-07-02,2013-08-04
2013-07-12,46.0,Tomato,2013-07-01,21.18387096774193,7,2013,2251.5,33,28,230.0,2013-07-02,2013-08-04
2013-07-12,23.5,Potato,2013-07-01,21.18387096774193,7,2013,1066.5,22,15,164.5,2013-07-02,2013-08-04
2013-07-12,19.5,Potato,2013-07-01,21.18387096774193,7,2013,1066.5,22,15,136.5,2013-07-02,2013-08-04
2013-07-12,45.0,Onion,2013-07-01,21.18387096774193,7,2013,2088.0,42,35,315.0,2013-07-02,2013-08-04
2013-07-12,47.5,Carrot,2013-07-01,21.18387096774193,7,2013,1161.5,56,45,522.5,2013-07-02,2013-08-04
2013-07-12,19.0,Pumpkin,2013-07-01,21.18387096774193,7,2013,480.5,52,40,228.0,2013-07-02,2013-08-04
2013-07-12,42.5,Onion,2013-07-01,21.18387096774193,7,2013,2088.0,42,35,297.5,2013-07-02,2013-08-04
2013-07-12,195.0,Mushroom,2013-07-01,21.18387096774193,7,2013,4610.0,250,200,9750.0,2013-07-02,2013-08-04
2013-07-12,32.5,Cucumber,2013-07-01,21.18387096774193,7,2013,758.5,34,25,292.5,2013-07-02,2013-08-04
2013-07-14,77.5,Tomato,2013-07-01,21.18387096774193,7,2013,2251.5,33,28,387.5,2013-07-04,2013-08-06
2013-07-14,52.5,Tomato,2013-07-01,21.18387096774193,7,2013,2251.5,33,28,262.5,2013-07-04,2013-08-06
2013-07-14,24.0,Potato,2013-07-01,21.18387096774193,7,2013,1066.5,22,15,168.0,2013-07-04,2013-08-06
2013-07-14,18.5,Potato,2013-07-01,21.18387096774193,7,2013,1066.5,22,15,129.5,2013-07-04,2013-08-06
2013-07-14,45.0,Onion,2013-07-01,21.18387096774193,7,2013,2088.0,42,35,315.0,2013-07-04,2013-08-06
2013-07-14,47.5,Carrot,2013-07-01,21.18387096774193,7,2013,1161.5,56,45,522.5,2013-07-04,2013-08-06
2013-07-14,19.0,Pumpkin,2013-07-01,21.18387096774193,7,2013,480.5,52,40,228.0,2013-07-04,2013-08-06
2013-07-14,42.5,Onion,2013-07-01,21.18387096774193,7,2013,2088.0,42,35,297.5,2013-07-04,2013-08-06
2013-07-14,195.0,Mushroom,2013-07-01,21.18387096774193,7,2013,4610.0,250,200,9750.0,2013-07-04,2013-08-06
2013-07-14,32.5,Cucumber,2013-07-01,21.18387096774193,7,2013,758.5,34,25,292.5,2013-07-04,2013-08-06
2013-07-15,77.5,Tomato,2013-07-01,21.18387096774193,7,2013,2251.5,33,28,387.5,2013-07-05,2013-08-07
2013-07-15,52.5,Tomato,2013-07-01,21.18387096774193,7,2013,2251.5,33,28,262.5,2013-07-05,2013-08-07
2013-07-15,23.5,Potato,2013-07-01,21.18387096774193,7,2013,1066.5,22,15,164.5,2013-07-05,2013-08-07
2013-07-15,19.5,Potato,2013-07-01,21.18387096774193,7,2013,1066.5,22,15,136.5,2013-07-05,2013-08-07
2013-07-15,45.0,Onion,2013-07-01,21.18387096774193,7,2013,2088.0,42,35,315.0,2013-07-05,2013-08-07
2013-07-15,37.5,Carrot,2013-07-01,21.18387096774193,7,2013,1161.5,56,45,412.5,2013-07-05,2013-08-07
2013-07-15,19.0,Pumpkin,2013-07-01,21.18387096774193,7,2013,480.5,52,40,228.0,2013-07-05,2013-08-07
2013-07-15,37.5,Onion,2013-07-01,21.18387096774193,7,2013,2088.0,42,35,262.5,2013-07-05,2013-08-07
2013-07-15,210.0,Mushroom,2013-07-01,21.18387096774193,7,2013,4610.0,250,200,10500.0,2013-07-05,2013-08-07
2013-07-15,32.5,Cucumber,2013-07-01,21.18387096774193,7,2013,758.5,34,25,292.5,2013-07-05,2013-08-07
2013-07-16,85.0,Tomato,2013-07-01,21.18387096774193,7,2013,2251.5,33,28,425.0,2013-07-06,2013-08-08
2013-07-16,50.0,Tomato,2013-07-01,21.18387096774193,7,2013,2251.5,33,28,250.0,2013-07-06,2013-08-08
